Cruise,Station,Depth,Bottle,Timepoint,Treatment,Treatment_Btl,Hours,cellsperL,sd_cellsperL,p_cellsperL,p_sdcellsperL
AT34,4,200,DA,3,Control,Control-A,96,420820983,37965218,,
AT34,4,200,DA,4,Control,Control-A,120,396031241,27077309,,
AT34,4,200,DA,5,Control,Control-A,144,315615737,28330899,,
AT34,4,200,DA,6,Control,Control-A,168,275624706,19362056,,
AT34,4,200,DA,7,Control,Control-A,192,279581041,18273531,,
AT34,4,200,DA,8,Control,Control-A,912,,,,
AT34,4,200,DA,9,Control,Control-A,1392,,,,
AT34,4,200,DA,10,Control,Control-A,2544,,,,
AT34,4,200,GF75,6,Control,Control-A,168,117378420,13698046,,
AT34,4,200,DB,0,Control,Control-B,0,219698897,14300570,,
AT34,4,200,DB,1,Control,Control-B,24,263228188,14165534,,
AT34,4,200,DB,2,Control,Control-B,48,345320180,25319584,,
AT34,4,200,DB,3,Control,Control-B,96,463009430,33055504,,
AT34,4,200,DB,4,Control,Control-B,120,460011859,35159088,,
AT34,4,200,DB,5,Control,Control-B,144,352099303,19687469,,
AT34,4,200,DB,6,Control,Control-B,168,320278933,29537955,,
AT34,4,200,DB,7,Control,Control-B,192,284999828,26249959,,
AT34,4,200,DB,8,Control,Control-B,912,,,,
AT34,4,200,DB,9,Control,Control-B,1392,,,,
AT34,4,200,DB,10,Control,Control-B,2544,,,,
AT34,4,200,GF75,6,Control,Control-B,168,143514477,10643042,,
AT34,5,10,Niskin,0,,,0,1989796860,251622751,,
AT34,5,10,GF75,0,,,0,317742527,22950381,,
AT34,5,10,SA,0,Control,Control-A,0,533475407,54671662,,
AT34,5,10,SA,1,Control,Control-A,48,1027061174,36491027,,
AT34,5,10,SA,2,Control,Control-A,72,,,,
AT34,5,10,SA,3,Control,Control-A,96,1696828333,124680528,,
AT34,5,10,SA,4,Control,Control-A,120,2684446897,258898981,,
AT34,5,10,SA,5,Control,Control-A,144,1383925967,124923510,,
AT34,5,10,SA,6,Control,Control-A,888,,,,
AT34,5,10,SA,7,Control,Control-A,1368,,,,
AT34,5,10,SA,8,Control,Control-A,2496,,,,
AT34,5,10,GF75,5,Control,Control-A,144,188145732,11983329,,
AT34,5,10,SB,0,Control,Control-B,0,453712738,38277395,,
AT34,5,10,SB,1,Control,Control-B,48,1193494427,106519191,,
AT34,5,10,SB,2,Control,Control-B,72,,,,
AT34,5,10,SB,3,Control,Control-B,96,1749351697,150929240,,
AT34,5,10,SB,4,Control,Control-B,120,2539480671,231978732,,
AT34,5,10,SB,5,Control,Control-B,144,1488024994,84756236,,
AT34,5,10,SB,6,Control,Control-B,888,,,,
AT34,5,10,SB,7,Control,Control-B,1368,,,,
AT34,5,10,SB,8,Control,Control-B,2496,,,,
AT34,5,10,GF75,5,Control,Control-B,144,242757135,14940600,,
AT34,5,200,Niskin,0,,,0,275717020,33071948,,
AT34,5,200,GF75,0,,,0,152274957,11960372,,
AT34,5,200,DA,0,Control,Control-A,0,94952052,9946850,,
AT34,5,200,DA,1,Control,Control-A,48,80536430,7984751,,
AT34,5,200,DA,2,Control,Control-A,72,,,,
AT34,5,200,DA,3,Control,Control-A,96,89243071,11080079,,
AT34,5,200,DA,4,Control,Control-A,120,92628987,11740787,,
AT34,5,200,DA,5,Control,Control-A,144,130599616,15506999,,
AT34,5,200,DA,6,Control,Control-A,888,,,,
AT34,5,200,DA,7,Control,Control-A,1368,,,,
AT34,5,200,DA,8,Control,Control-A,2496,,,,
AT34,5,200,GF75,5,Control,Control-A,144,44486795,6529429,,
AT34,5,200,DB,0,Control,Control-B,0,98781494,12783501,,
AT34,5,200,DB,1,Control,Control-B,48,94631011,11205450,,
AT34,5,200,DB,2,Control,Control-B,72,,,,
AT34,5,200,DB,3,Control,Control-B,96,103762073,12253453,,
AT34,5,200,DB,4,Control,Control-B,120,119257210,13266806,,
AT34,5,200,DB,5,Control,Control-B,144,142499914,14943447,,
AT34,5,200,DB,6,Control,Control-B,888,,,,
AT34,5,200,DB,7,Control,Control-B,1368,,,,
AT34,5,200,DB,8,Control,Control-B,2496,,,,
AT34,5,200,GF75,5,Control,Control-B,144,49937746,3231663,,
AT38,1,5,Niskin,0,,,0,434839256,38488693,,
AT38,1,5,GF75,0,,,0,118385862,9615108,,
AT38,1,5,A,0,Control,Control-A,0,128353357,13091140,,
AT38,1,5,A,1,Control,Control-A,24,183262013,14201586,,
AT38,1,5,A,2,Control,Control-A,48,183611750,17073932,,
AT38,1,5,A,3,Control,Control-A,72,409891373,34771009,,
AT38,1,5,A,4,Control,Control-A,96,491030280,37854944,,
AT38,1,5,A,5,Control,Control-A,120,584060233,54506085,,
AT38,1,5,A,6,Control,Control-A,144,574967080,54160901,,
AT38,1,5,A,7,Control,Control-A,168,524605000,85030695,,
AT38,1,5,A,8,Control,Control-A,192,619733373,79150112,,
AT38,1,5,A,9,Control,Control-A,216,604344960,61440503,,
AT38,1,5,A,10,Control,Control-A,240,671494400,82367750,,
AT38,1,5,A,11,Control,Control-A,360,662168089,89258801,,
AT38,1,5,A,12,Control,Control-A,912,,,,
AT38,1,5,A,13,Control,Control-A,1656,,,,
AT38,1,5,GF75,7,Control,Control-A,168,36022877,2250003,,
AT38,1,5,B,0,Control,Control-B,0,146889400,9030162,,
AT38,1,5,B,1,Control,Control-B,24,155283080,22008415,,
AT38,1,5,B,2,Control,Control-B,48,258105660,27871864,,
AT38,1,5,B,3,Control,Control-B,72,,,,
AT38,1,5,B,4,Control,Control-B,96,384710333,46265812,,
AT38,1,5,B,5,Control,Control-B,120,473893183,50614574,,
AT38,1,5,B,6,Control,Control-B,144,531599733,52769031,,
AT38,1,5,B,7,Control,Control-B,168,741441733,55828184,,
AT38,1,5,B,8,Control,Control-B,192,643515467,94421704,,
AT38,1,5,B,9,Control,Control-B,216,580562867,58707628,,
AT38,1,5,B,10,Control,Control-B,240,595951280,54461185,,
AT38,1,5,B,11,Control,Control-B,360,591054967,45334384,,
AT38,1,5,B,12,Control,Control-B,912,,,,
AT38,1,5,B,13,Control,Control-B,1656,,,,
AT38,1,5,GF75,7,Control,Control-B,168,23869528,5295204,,
AT38,1,200,C,0,MixDS,MixDS-C,0,136397300,8566764,,
AT38,1,200,C,1,MixDS,MixDS-C,24,131850723,10169796,,
AT38,1,200,C,2,MixDS,MixDS-C,48,113314680,13615296,,
AT38,1,200,C,3,MixDS,MixDS-C,72,,,,
AT38,1,200,C,4,MixDS,MixDS-C,96,143741770,14225491,,
AT38,1,200,C,5,MixDS,MixDS-C,120,291680380,20867295,,
AT38,1,200,C,6,MixDS,MixDS-C,144,280488807,27871864,,
AT38,1,200,C,7,MixDS,MixDS-C,168,336621542,37380308,,
AT38,1,200,C,8,MixDS,MixDS-C,192,344140880,23034289,,
AT38,1,200,C,9,MixDS,MixDS-C,216,527402893,49810709,,
AT38,1,200,C,10,MixDS,MixDS-C,240,551184987,56422255,,
AT38,1,200,C,11,MixDS,MixDS-C,360,462818189,57388714,,
AT38,1,200,C,12,MixDS,MixDS-C,912,,,,
AT38,1,200,C,13,MixDS,MixDS-C,1656,,,,
AT38,1,200,GF75,10,MixDS,MixDS-C,240,42667873,4076095,,
AT38,1,200,D,0,MixDS,MixDS-D,0,136747037,10355198,,
AT38,1,200,D,1,MixDS,MixDS-D,24,137446510,19580395,,
AT38,1,200,D,2,MixDS,MixDS-D,48,117861257,16736279,,
AT38,1,200,D,3,MixDS,MixDS-D,72,,,,
AT38,1,200,D,4,MixDS,MixDS-D,96,143042297,16022707,,
AT38,1,200,D,5,MixDS,MixDS-D,120,326654047,38176694,,
AT38,1,200,D,6,MixDS,MixDS-D,144,342741933,30220702,,
AT38,1,200,D,7,MixDS,MixDS-D,168,328752467,17583714,,
AT38,1,200,D,8,MixDS,MixDS-D,192,372819287,49355707,,
AT38,1,200,D,9,MixDS,MixDS-D,216,531599733,46162885,,
AT38,1,200,D,10,MixDS,MixDS-D,240,594552333,64698658,,
AT38,1,200,D,11,MixDS,MixDS-D,360,,,,
AT38,1,200,D,12,MixDS,MixDS-D,912,,,,
AT38,1,200,D,13,MixDS,MixDS-D,1656,,,,
AT38,1,200,GF75,10,MixDS,MixDS-D,240,38995638,4247537,,
AT38,1,200,Niskin,0,,,0,223831467,35206052,,
AT38,1,200,GF75,0,,,0,40482019,3889483,,
AT38,1,200,E,0,Control,Control-E,0,141293613,15916327,,
AT38,1,200,E,1,Control,Control-E,24,131151250,19314839,,
AT38,1,200,E,2,Control,Control-E,48,88483377,8085231,,
AT38,1,200,E,3,Control,Control-E,72,,,,
AT38,1,200,E,4,Control,Control-E,96,108418367,13694919,,
AT38,1,200,E,5,Control,Control-E,120,246914087,19797828,,
AT38,1,200,E,6,Control,Control-E,144,267198813,27150620,,
AT38,1,200,E,7,Control,Control-E,168,232225147,21822372,,
AT38,1,200,E,8,Control,Control-E,192,288183013,29455497,,
AT38,1,200,E,9,Control,Control-E,216,507817640,64966979,,
AT38,1,200,E,10,Control,Control-E,240,601547067,87984243,,
AT38,1,200,E,11,Control,Control-E,360,336446673,33047596,,
AT38,1,200,E,12,Control,Control-E,912,336446673,33047596,,
AT38,1,200,E,13,Control,Control-E,1656,,,,
AT38,1,200,GF75,10,Control,Control-E,240,36547482,3588472,,
AT38,1,200,F,0,Control,Control-F,0,132550197,13028701,,
AT38,1,200,F,1,Control,Control-F,24,115413100,19155866,,
AT38,1,200,F,2,Control,Control-F,48,89182850,13520136,,
AT38,1,200,F,3,Control,Control-F,72,,,,
AT38,1,200,F,4,Control,Control-F,96,127653883,20208876,,
AT38,1,200,F,5,Control,Control-F,120,269297233,29904246,,
AT38,1,200,F,6,Control,Control-F,144,301939322,33178933,,
AT38,1,200,F,7,Control,Control-F,168,244815667,32973489,,
AT38,1,200,F,8,Control,Control-F,192,293079327,30480419,,
AT38,1,200,F,9,Control,Control-F,216,551184987,52839952,,
AT38,1,200,F,10,Control,Control-F,240,609940747,94467752,,
AT38,1,200,F,11,Control,Control-F,360,348337720,27150620,,
AT38,1,200,F,12,Control,Control-F,912,,,,
AT38,1,200,F,13,Control,Control-F,1656,,,,
AT38,1,200,GF75,10,Control,Control-F,240,39869980,5068166,,
AT38,1,5,G,0,MixSD,MixSD-G,0,135348090,7195855,,
AT38,1,5,G,1,MixSD,MixSD-G,24,150386767,12981676,,
AT38,1,5,G,2,MixSD,MixSD-G,48,157031763,20019688,,
AT38,1,5,G,3,MixSD,MixSD-G,72,,,,
AT38,1,5,G,4,MixSD,MixSD-G,96,474476078,39648250,,
AT38,1,5,G,5,MixSD,MixSD-G,120,565407611,44391918,,
AT38,1,5,G,6,MixSD,MixSD-G,144,902320600,63425773,,
AT38,1,5,G,7,MixSD,MixSD-G,168,681287027,81318267,,
AT38,1,5,G,8,MixSD,MixSD-G,192,656105987,60603084,,
AT38,1,5,G,9,MixSD,MixSD-G,216,701222017,92696712,,
AT38,1,5,G,10,MixSD,MixSD-G,240,665898613,67960593,,
AT38,1,5,G,11,MixSD,MixSD-G,360,382611913,41322242,,
AT38,1,5,G,12,MixSD,MixSD-G,912,,,,
AT38,1,5,G,13,MixSD,MixSD-G,1656,,,,
AT38,1,5,GF75,7,MixSD,MixSD-G,168,134211446,12878208,,
AT38,1,5,H,0,MixSD,MixSD-H,0,134298880,11796954,,
AT38,1,5,H,1,MixSD,MixSD-H,24,141293613,19240815,,
AT38,1,5,H,2,MixSD,MixSD-H,48,166474653,14672276,,
AT38,1,5,H,3,MixSD,MixSD-H,72,,,,
AT38,1,5,H,4,MixSD,MixSD-H,96,469812922,37695844,,
AT38,1,5,H,5,MixSD,MixSD-H,120,566573400,49215380,,
AT38,1,5,H,6,MixSD,MixSD-H,144,697724650,55574026,,
AT38,1,5,H,7,MixSD,MixSD-H,168,705069120,76680202,,
AT38,1,5,H,8,MixSD,MixSD-H,192,728851213,71164704,,
AT38,1,5,H,9,MixSD,MixSD-H,216,765923300,64277164,,
AT38,1,5,H,10,MixSD,MixSD-H,240,742840680,63750641,,
AT38,1,5,H,11,MixSD,MixSD-H,360,311965107,41994298,,
AT38,1,5,H,12,MixSD,MixSD-H,912,,,,
AT38,1,5,H,13,MixSD,MixSD-H,1656,,,,
AT38,1,5,GF75,7,MixSD,MixSD-H,168,131588421,10598826,,
AT38,1,5,I,0,SynExd,SynExd-I,0,134998353,12137648,,
AT38,1,5,I,1,SynExd,SynExd-I,24,165075707,12092777,,
AT38,1,5,I,2,SynExd,SynExd-I,48,456989244,19661590,,
AT38,1,5,I,3,SynExd,SynExd-I,72,,,,
AT38,1,5,I,4,SynExd,SynExd-I,96,1015985017,86240804,,
AT38,1,5,I,5,SynExd,SynExd-I,120,1388454567,108173651,,
AT38,1,5,I,6,SynExd,SynExd-I,144,,,,
AT38,1,5,I,7,SynExd,SynExd-I,168,1661249167,125829617,,
AT38,1,5,I,8,SynExd,SynExd-I,192,600148120,64090828,,
AT38,1,5,I,9,SynExd,SynExd-I,216,546988147,40357180,,
AT38,1,5,I,10,SynExd,SynExd-I,240,607142853,73198175,,
AT38,1,5,I,11,SynExd,SynExd-I,360,546754989,47735698,,
AT38,1,5,I,12,SynExd,SynExd-I,912,,,,
AT38,1,5,I,13,SynExd,SynExd-I,1656,,,,
AT38,1,5,GF75,5,SynExd,SynExd-I,120,91805875,9739164,,
AT38,1,5,J,0,SynExd,SynExd-J,0,135348090,10169796,,
AT38,1,5,J,1,SynExd,SynExd-J,24,167873600,14372811,,
AT38,1,5,J,2,SynExd,SynExd-J,48,130801513,9355410,,
AT38,1,5,J,3,SynExd,SynExd-J,72,,,,
AT38,1,5,J,4,SynExd,SynExd-J,96,867346933,54804478,,
AT38,1,5,J,5,SynExd,SynExd-J,120,1465396633,175605114,,
AT38,1,5,J,6,SynExd,SynExd-J,144,,,,
AT38,1,5,J,7,SynExd,SynExd-J,168,1682233367,133379700,,
AT38,1,5,J,8,SynExd,SynExd-J,192,566573400,57585723,,
AT38,1,5,J,9,SynExd,SynExd-J,216,720457533,73213027,,
AT38,1,5,J,10,SynExd,SynExd-J,240,759628040,69495100,,
AT38,1,5,J,11,SynExd,SynExd-J,360,629526000,51845212,,
AT38,1,5,J,12,SynExd,SynExd-J,912,,,,
AT38,1,5,J,13,SynExd,SynExd-J,1656,,,,
AT38,1,5,GF75,5,SynExd,SynExd-J,120,91805875,9739164,,
AT38,1,5,K,0,TWExd,TWExd-K,0,138145983,13520136,,
AT38,1,5,K,1,TWExd,TWExd-K,24,161578340,10530888,,
AT38,1,5,K,2,TWExd,TWExd-K,48,403362956,33518542,,
AT38,1,5,K,3,TWExd,TWExd-K,72,,,,
AT38,1,5,K,4,TWExd,TWExd-K,96,586391811,39265536,,
AT38,1,5,K,5,TWExd,TWExd-K,120,744939100,55624950,,
AT38,1,5,K,6,TWExd,TWExd-K,144,,,,
AT38,1,5,K,7,TWExd,TWExd-K,168,646313360,74843283,,
AT38,1,5,K,8,TWExd,TWExd-K,192,791803813,71393505,,
AT38,1,5,K,9,TWExd,TWExd-K,216,709965433,44544731,,
AT38,1,5,K,10,TWExd,TWExd-K,240,761026987,70781725,,
AT38,1,5,K,11,TWExd,TWExd-K,360,479139233,45467427,,
AT38,1,5,K,12,TWExd,TWExd-K,912,,,,
AT38,1,5,K,13,TWExd,TWExd-K,1656,,,,
AT38,1,5,GF75,5,TWExd,TWExd-K,120,102880869,11742587,,
AT38,1,5,L,0,TWExd,TWExd-L,0,136747037,9676750,,
AT38,1,5,L,1,TWExd,TWExd-L,24,181513330,14602640,,
AT38,1,5,L,2,TWExd,TWExd-L,48,382378756,52366865,,
AT38,1,5,L,3,TWExd,TWExd-L,72,,,,
AT38,1,5,L,4,TWExd,TWExd-L,96,585226022,34670108,,
AT38,1,5,L,5,TWExd,TWExd-L,120,690147022,50006772,,
AT38,1,5,L,6,TWExd,TWExd-L,144,,,,
AT38,1,5,L,7,TWExd,TWExd-L,168,646313360,72781088,,
AT38,1,5,L,8,TWExd,TWExd-L,192,692478600,61599561,,
AT38,1,5,L,9,TWExd,TWExd-L,216,718708850,41586159,,
AT38,1,5,L,10,TWExd,TWExd-L,240,749835413,74668756,,
AT38,1,5,L,11,TWExd,TWExd-L,360,530433944,51917978,,
AT38,1,5,L,12,TWExd,TWExd-L,912,,,,
AT38,1,5,L,13,TWExd,TWExd-L,1656,,,,
AT38,1,5,GF75,5,TWExd,TWExd-L,120,102880869,11742587,,
AT38,1,5,M,0,SynLys,SynLys-M,0,151785713,13002597,,
AT38,1,5,M,1,SynLys,SynLys-M,24,197601217,13007822,,
AT38,1,5,M,2,SynLys,SynLys-M,48,904652178,95217988,,
AT38,1,5,M,3,SynLys,SynLys-M,72,1077188933,100013545,,
AT38,1,5,M,4,SynLys,SynLys-M,96,1541172911,112866990,,
AT38,1,5,M,5,SynLys,SynLys-M,120,2521989963,172282561,,
AT38,1,5,M,6,SynLys,SynLys-M,144,,,,
AT38,1,5,M,7,SynLys,SynLys-M,168,1832620133,230932157,,
AT38,1,5,M,8,SynLys,SynLys-M,192,1566820267,88477156,,
AT38,1,5,M,9,SynLys,SynLys-M,216,995583711,72948540,,
AT38,1,5,M,10,SynLys,SynLys-M,240,566573400,44848794,,
AT38,1,5,M,11,SynLys,SynLys-M,360,687815444,50067130,,
AT38,1,5,M,12,SynLys,SynLys-M,912,,,,
AT38,1,5,M,13,SynLys,SynLys-M,1656,,,,
AT38,1,5,GF75,5,SynLys,SynLys-M,120,163939063,9937025,,
AT38,1,5,N,0,SynLys,SynLys-N,0,135348090,11779661,,
AT38,1,5,N,1,SynLys,SynLys-N,24,180813857,11546608,,
AT38,1,5,N,2,SynLys,SynLys-N,48,911064017,100437297,,
AT38,1,5,N,3,SynLys,SynLys-N,72,1647648296,113220243,,
AT38,1,5,N,4,SynLys,SynLys-N,96,,,,
AT38,1,5,N,5,SynLys,SynLys-N,120,2506446111,363498551,,
AT38,1,5,N,6,SynLys,SynLys-N,144,,,,
AT38,1,5,N,7,SynLys,SynLys-N,168,2014483200,221315740,,
AT38,1,5,N,8,SynLys,SynLys-N,192,1360475633,99536800,,
AT38,1,5,N,9,SynLys,SynLys-N,216,1044546844,111439770,,
AT38,1,5,N,10,SynLys,SynLys-N,240,692478600,39705339,,
AT38,1,5,N,11,SynLys,SynLys-N,360,615536533,64041801,,
AT38,1,5,N,12,SynLys,SynLys-N,912,,,,
AT38,1,5,N,13,SynLys,SynLys-N,1656,,,,
AT38,1,5,GF75,5,SynLys,SynLys-N,120,163939063,9937025,,
AT38,1,200,O,0,SynLys,SynLys-O,0,140594140,14066971,,
AT38,1,200,O,1,SynLys,SynLys-O,24,117161783,16090421,,
AT38,1,200,O,2,SynLys,SynLys-O,48,713462800,115348316,,
AT38,1,200,O,3,SynLys,SynLys-O,72,,,,
AT38,1,200,O,4,SynLys,SynLys-O,96,982760033,104856214,,
AT38,1,200,O,5,SynLys,SynLys-O,120,1184108429,93619305,,
AT38,1,200,O,6,SynLys,SynLys-O,144,,,,
AT38,1,200,O,7,SynLys,SynLys-O,168,1273041467,167844813,,
AT38,1,200,O,8,SynLys,SynLys-O,192,1220580967,127119109,,
AT38,1,200,O,9,SynLys,SynLys-O,216,1079520511,56098018,,
AT38,1,200,O,10,SynLys,SynLys-O,240,1045712633,150833441,,
AT38,1,200,O,11,SynLys,SynLys-O,360,977513983,91218790,,
AT38,1,200,O,12,SynLys,SynLys-O,912,,,,
AT38,1,200,O,13,SynLys,SynLys-O,1656,,,,
AT38,1,200,GF75,5,SynLys,SynLys-O,120,24569001,3013344,,
AT38,1,200,P,0,SynLys,SynLys-P,0,131500987,13714752,,
AT38,1,200,P,1,SynLys,SynLys-P,24,118560730,15417531,,
AT38,1,200,P,2,SynLys,SynLys-P,48,879587717,114831685,,
AT38,1,200,P,3,SynLys,SynLys-P,72,,,,
AT38,1,200,P,4,SynLys,SynLys-P,96,965273200,67374126,,
AT38,1,200,P,5,SynLys,SynLys-P,120,1189104667,92875693,,
AT38,1,200,P,6,SynLys,SynLys-P,144,,,,
AT38,1,200,P,7,SynLys,SynLys-P,168,1249725689,102046305,,
AT38,1,200,P,8,SynLys,SynLys-P,192,1426925600,131687711,,
AT38,1,200,P,9,SynLys,SynLys-P,216,925636378,47972366,,
AT38,1,200,P,10,SynLys,SynLys-P,240,1052707367,134647355,,
AT38,1,200,P,11,SynLys,SynLys-P,360,891828500,59443803,,
AT38,1,200,P,12,SynLys,SynLys-P,912,,,,
AT38,1,200,P,13,SynLys,SynLys-P,1656,,,,
AT38,1,200,GF75,5,SynLys,SynLys-P,120,24569001,3013344,,
AT38,2,5,Niskin,0,,,0,420000000,65256415,,
AT38,2,5,GF75,0,,,0,187546288,20239326,,
AT38,2,5,A,0,Control,Control-A,0,135348090,5226584,,
AT38,2,5,A,1,Control,Control-A,24,249012507,26213405,,
AT38,2,5,A,2,Control,Control-A,48,396601380,30940661,,
AT38,2,5,A,3,Control,Control-A,72,404995060,43300858,,
AT38,2,5,A,4,Control,Control-A,96,558412878,187450894,,
AT38,2,5,A,5,Control,Control-A,120,730250160,70965813,,
AT38,2,5,A,6,Control,Control-A,144,823979587,59150433,,
AT38,2,5,A,7,Control,Control-A,168,861751147,56035532,,
AT38,2,5,A,8,Control,Control-A,192,1091178400,113054144,,
AT38,2,5,A,9,Control,Control-A,216,1098173133,79600610,,
AT38,2,5,A,10,Control,Control-A,240,1198430978,181670327,,
AT38,2,5,A,11,Control,Control-A,264,1310346711,70205920,,
AT38,2,5,A,12,Control,Control-A,360,1416433500,109670935,,
AT38,2,5,A,13,Control,Control-A,888,,,,
AT38,2,5,A,14,Control,Control-A,1632,,,,
AT38,2,5,GF75,7,Control,Control-A,168,245690008,25372467,,
AT38,2,5,B,0,Control,Control-B,0,95827847,18000022,,
AT38,2,5,B,1,Control,Control-B,24,139894667,17756767,,
AT38,2,5,B,2,Control,Control-B,48,321757733,13595318,,
AT38,2,5,B,3,Control,Control-B,72,463051347,40491659,,
AT38,2,5,B,4,Control,Control-B,96,519708687,49903391,,
AT38,2,5,B,5,Control,Control-B,120,765223827,77203043,,
AT38,2,5,B,6,Control,Control-B,144,801596440,55977293,,
AT38,2,5,B,7,Control,Control-B,168,833772213,48996430,,
AT38,2,5,B,8,Control,Control-B,192,1135478378,143749118,,
AT38,2,5,B,9,Control,Control-B,216,1130815222,128295643,,
AT38,2,5,B,10,Control,Control-B,240,1387288778,128765592,,
AT38,2,5,B,11,Control,Control-B,264,1172783622,120927771,,
AT38,2,5,B,12,Control,Control-B,360,1377962467,144754076,,
AT38,2,5,B,13,Control,Control-B,888,,,,
AT38,2,5,B,14,Control,Control-B,1632,,,,
AT38,2,5,GF75,7,Control,Control-B,168,204013056,16600841,,
AT38,3,5,Niskin,0,,,0,713462800,86159783,,
AT38,3,5,GF75,0,,,0,253267636,16397774,,
AT38,3,5,A,0,Control,Control-A,0,186409643,17988693,,
AT38,3,5,A,1,Control,Control-A,24,325255100,38488693,,
AT38,3,5,A,2,Control,Control-A,48,397300853,40357180,,
AT38,3,5,A,3,Control,Control-A,72,534397627,76566685,,
AT38,3,5,A,4,Control,Control-A,96,674292293,50997101,,
AT38,3,5,A,5,Control,Control-A,120,930299533,101601398,,
AT38,3,5,A,6,Control,Control-A,144,944289000,126875352,,
AT38,3,5,A,7,Control,Control-A,168,1007241600,120301782,,
AT38,3,5,A,8,Control,Control-A,192,1301020400,195938869,,
AT38,3,5,A,9,Control,Control-A,216,1121955227,54700226,,
AT38,3,5,A,10,Control,Control-A,240,1010039493,96201249,,
AT38,3,5,A,11,Control,Control-A,336,,,,
AT38,3,5,A,12,Control,Control-A,840,,,,
AT38,3,5,A,13,Control,Control-A,1584,,,,
AT38,3,5,GF75,5,Control,Control-A,120,232137713,18136590,,
AT38,3,5,B,0,Control,Control-B,0,154933343,15204497,,
AT38,3,5,B,1,Control,Control-B,24,391705067,35206052,,
AT38,3,5,B,2,Control,Control-B,48,481237653,15038225,,
AT38,3,5,B,3,Control,Control-B,72,665898613,75824687,,
AT38,3,5,B,4,Control,Control-B,96,734447000,54878823,,
AT38,3,5,B,5,Control,Control-B,120,674292293,69729380,,
AT38,3,5,B,6,Control,Control-B,144,693877547,59790311,,
AT38,3,5,B,7,Control,Control-B,168,775016453,60152899,,
AT38,3,5,B,8,Control,Control-B,192,744239627,67832486,,
AT38,3,5,B,9,Control,Control-B,216,948485840,55489592,,
AT38,3,5,B,10,Control,Control-B,240,903719547,77526276,,
AT38,3,5,B,11,Control,Control-B,336,857554307,54000066,,
AT38,3,5,B,12,Control,Control-B,840,,,,
AT38,3,5,B,13,Control,Control-B,1584,,,,
AT38,3,5,GF75,5,Control,Control-B,120,131807006,16838803,,
AT38,3,5,C,0,SynLys,SynLys-C,0,222432520,13813492,,
AT38,3,5,C,1,SynLys,SynLys-C,24,309866687,29316751,,
AT38,3,5,C,2,SynLys,SynLys-C,48,495227120,33594144,,
AT38,3,5,C,3,SynLys,SynLys-C,72,833772213,120918780,,
AT38,3,5,C,4,SynLys,SynLys-C,96,951283733,89697588,,
AT38,3,5,C,5,SynLys,SynLys-C,120,1028225800,99801939,,
AT38,3,5,C,6,SynLys,SynLys-C,144,1242730956,103719547,,
AT38,3,5,C,7,SynLys,SynLys-C,168,1189104667,111005306,,
AT38,3,5,C,8,SynLys,SynLys-C,192,888331133,87550668,,
AT38,3,5,C,9,SynLys,SynLys-C,216,868745880,103738181,,
AT38,3,5,C,10,SynLys,SynLys-C,240,913512173,68549973,,
AT38,3,5,C,11,SynLys,SynLys-C,336,,,,
AT38,3,5,C,12,SynLys,SynLys-C,840,,,,
AT38,3,5,C,13,SynLys,SynLys-C,1584,,,,
AT38,3,5,GF75,5,SynLys,SynLys-C,120,281975188,30584605,,
AT38,3,5,D,0,SynLys,SynLys-D,0,155982553,11326765,,
AT38,3,5,D,1,SynLys,SynLys-D,24,377016127,47032033,,
AT38,3,5,D,2,SynLys,SynLys-D,48,405694533,52343791,,
AT38,3,5,D,3,SynLys,SynLys-D,72,872942720,74376966,,
AT38,3,5,D,4,SynLys,SynLys-D,96,991503450,99962574,,
AT38,3,5,D,5,SynLys,SynLys-D,120,862100883,97901976,,
AT38,3,5,D,6,SynLys,SynLys-D,144,994651080,89077257,,
AT38,3,5,D,7,SynLys,SynLys-D,168,765923300,46485604,,
AT38,3,5,D,8,SynLys,SynLys-D,192,1019832120,89564155,,
AT38,3,5,D,9,SynLys,SynLys-D,216,993252133,71636755,,
AT38,3,5,D,10,SynLys,SynLys-D,240,826777480,61316506,,
AT38,3,5,D,11,SynLys,SynLys-D,336,1012837387,72900499,,
AT38,3,5,D,12,SynLys,SynLys-D,840,,,,
AT38,3,5,D,13,SynLys,SynLys-D,1584,,,,
AT38,3,5,GF75,5,SynLys,SynLys-D,120,110822806,12995164,,
AT38,4,5,Niskin,0,,,0,623697056,68694769,,
AT38,4,5,GF75,0,,,0,240006788,20859356,,
