Cruise,Station,Depth,Bottle,Timepoint,Treatment,Treatment_Btl,Hours,cellsperL,sd_cellsperL,p_cellsperL,p_sdcellsperL
AT38,4,5,A,0,Control,Control-A,0,196901743,19510862,,
AT38,4,5,A,1,Control,Control-A,24,269297233,51321199,,
AT38,4,5,A,2,Control,Control-A,48,367223500,54804478,,
AT38,4,5,A,3,Control,Control-A,72,777814347,45307062,,
AT38,4,5,A,4,Control,Control-A,96,,,,
AT38,4,5,A,5,Control,Control-A,120,745638573,63614056,,
AT38,4,5,A,6,Control,Control-A,144,761026987,74959410,,
AT38,4,5,A,7,Control,Control-A,168,661002300,82762801,,
AT38,4,5,A,8,Control,Control-A,192,913512173,73450251,,
AT38,4,5,A,9,Control,Control-A,216,982760033,72710095,,
AT38,4,5,A,10,Control,Control-A,240,968770567,130911396,,
AT38,4,5,A,11,Control,Control-A,264,1102836289,96478373,,
AT38,4,5,A,12,Control,Control-A,288,1102836289,96478373,,
AT38,4,5,A,13,Control,Control-A,792,,,,
AT38,4,5,A,14,Control,Control-A,1536,,,,
AT38,4,5,GF75,7,Control,Control-A,168,256619279,24990643,,
AT38,4,5,B,0,Control,Control-B,0,261603027,49372226,,
AT38,4,5,B,1,Control,Control-B,24,295877220,24686113,,
AT38,4,5,B,2,Control,Control-B,48,395901907,32675380,,
AT38,4,5,B,3,Control,Control-B,72,628127053,46840928,,
AT38,4,5,B,4,Control,Control-B,96,,,,
AT38,4,5,B,5,Control,Control-B,120,949884787,98358321,,
AT38,4,5,B,6,Control,Control-B,144,926102693,87438830,,
AT38,4,5,B,7,Control,Control-B,168,826777480,99019339,,
AT38,4,5,B,8,Control,Control-B,192,775016453,58317417,,
AT38,4,5,B,9,Control,Control-B,216,924703747,117683487,,
AT38,4,5,B,10,Control,Control-B,240,1014236333,74098701,,
AT38,4,5,B,11,Control,Control-B,264,1193767822,110350401,,
AT38,4,5,B,12,Control,Control-B,288,1219415178,151920777,,
AT38,4,5,B,13,Control,Control-B,792,,,,
AT38,4,5,B,14,Control,Control-B,1536,,,,
AT38,4,5,GF75,7,Control,Control-B,168,306019583,32191398,,
AT38,5,5,Niskin,0,,,0,1811635933,134748252,,
AT38,5,5,GF75,0,,,0,338807396,33816042,,
AT38,5,5,A,0,Control,Control-A,0,384710333,35513535,,
AT38,5,5,A,1,Control,Control-A,24,363026660,17275717,,
AT38,5,5,A,2,Control,Control-A,48,318260367,40819262,,
AT38,5,5,A,3,Control,Control-A,72,681287027,47118643,,
AT38,5,5,A,4,Control,Control-A,96,761026987,127909940,,
AT38,5,5,A,5,Control,Control-A,120,766622773,103601842,,
AT38,5,5,A,6,Control,Control-A,144,753682517,51775991,,
AT38,5,5,A,7,Control,Control-A,168,848111417,82124015,,
AT38,5,5,A,8,Control,Control-A,192,830624583,105968222,,
AT38,5,5,A,9,Control,Control-A,216,1335994067,118913007,,
AT38,5,5,A,10,Control,Control-A,240,1231073067,110350401,,
AT38,5,5,A,11,Control,Control-A,264,1305683556,132806728,,
AT38,5,5,A,12,Control,Control-A,744,,,,
AT38,5,5,A,13,Control,Control-A,1488,,,,
AT38,5,5,GF75,7,Control,Control-A,168,210279171,21950639,,
AT38,5,5,B,0,Control,Control-B,0,386109280,33105120,,
AT38,5,5,B,1,Control,Control-B,24,341342987,28707773,,
AT38,5,5,B,2,Control,Control-B,48,395901907,24938075,,
AT38,5,5,B,3,Control,Control-B,72,958278467,78930021,,
AT38,5,5,B,4,Control,Control-B,96,963524517,106352282,,
AT38,5,5,B,5,Control,Control-B,120,963874253,78709314,,
AT38,5,5,B,6,Control,Control-B,144,1024028960,110900781,,
AT38,5,5,B,7,Control,Control-B,168,1287030933,81571907,,
AT38,5,5,B,8,Control,Control-B,192,995000817,98731376,,
AT38,5,5,B,9,Control,Control-B,216,939042950,108126527,,
AT38,5,5,B,10,Control,Control-B,240,1077188933,103683143,,
AT38,5,5,B,11,Control,Control-B,264,1147136267,61245538,,
AT38,5,5,B,12,Control,Control-B,744,,,,
AT38,5,5,B,13,Control,Control-B,1488,,,,
AT38,5,5,GF75,7,Control,Control-B,168,230826200,19437585,,
AT38,6,5,Niskin,0,,,0,1405941400,189752809,,
AT38,6,5,GF75,0,,,0,411814925,66772588,,
AT38,6,5,A,0,Control,Control-A,0,421782420,,,
AT38,6,5,A,1,Control,Control-A,24,,,,
AT38,6,5,A,2,Control,Control-A,48,538594467,39705339,,
AT38,6,5,A,3,Control,Control-A,72,773617507,63271306,,
AT38,6,5,A,4,Control,Control-A,96,959677413,98744452,,
AT38,6,5,A,5,Control,Control-A,120,1140141533,91200165,,
AT38,6,5,A,6,Control,Control-A,144,1301020400,138941518,,
AT38,6,5,A,7,Control,Control-A,168,1381459833,74646911,,
AT38,6,5,A,8,Control,Control-A,192,1387288778,168222255,,
AT38,6,5,A,9,Control,Control-A,672,,,,
AT38,6,5,A,10,Control,Control-A,1416,,,,
AT38,6,5,GF75,8,Control,Control-A,192,260990988,17000394,,
AT38,6,5,B,0,Control,Control-B,0,421782420,,,
AT38,6,5,B,1,Control,Control-B,24,,,,
AT38,6,5,B,2,Control,Control-B,48,605743907,51103590,,
AT38,6,5,B,3,Control,Control-B,72,770819613,49548085,,
AT38,6,5,B,4,Control,Control-B,96,853357467,50223722,,
AT38,6,5,B,5,Control,Control-B,120,961076360,89951775,,
AT38,6,5,B,6,Control,Control-B,144,1592467622,78531072,,
AT38,6,5,B,7,Control,Control-B,168,1909562200,140088830,,
AT38,6,5,B,8,Control,Control-B,192,1552830800,108917934,,
AT38,6,5,B,9,Control,Control-B,672,,,,
AT38,6,5,B,10,Control,Control-B,1416,,,,
AT38,6,5,GF75,8,Control,Control-B,192,309516950,19420097,,
AT38,6,5,C,0,SynLys,SynLys-C,0,421782420,,,
AT38,6,5,C,1,SynLys,SynLys-C,24,,,,
AT38,6,5,C,2,SynLys,SynLys-C,48,756830147,63064761,,
AT38,6,5,C,3,SynLys,SynLys-C,72,1305683556,163764641,,
AT38,6,5,C,4,SynLys,SynLys-C,96,2023809511,169848146,,
AT38,6,5,C,5,SynLys,SynLys-C,120,2294272533,241292955,,
AT38,6,5,C,6,SynLys,SynLys-C,144,2301267267,133735854,,
AT38,6,5,C,7,SynLys,SynLys-C,168,2283780433,202626048,,
AT38,6,5,C,8,SynLys,SynLys-C,192,2353727767,200603782,,
AT38,6,5,C,9,SynLys,SynLys-C,672,,,,
AT38,6,5,C,10,SynLys,SynLys-C,1416,,,,
AT38,6,5,GF75,8,SynLys,SynLys-C,192,280226504,21362306,,
AT38,6,5,D,0,SynLys,SynLys-D,0,421782420,,,
AT38,6,5,D,1,SynLys,SynLys-D,24,,,,
AT38,6,5,D,2,SynLys,SynLys-D,48,660302827,42636647,,
AT38,6,5,D,3,SynLys,SynLys-D,72,1629772867,104946903,,
AT38,6,5,D,4,SynLys,SynLys-D,96,1914225356,88919800,,
AT38,6,5,D,5,SynLys,SynLys-D,120,2305930422,121625054,,
AT38,6,5,D,6,SynLys,SynLys-D,144,2476135600,279205830,,
AT38,6,5,D,7,SynLys,SynLys-D,168,2388701433,154703304,,
AT38,6,5,D,8,SynLys,SynLys-D,192,2388701433,154703304,,
AT38,6,5,D,9,SynLys,SynLys-D,672,,,,
AT38,6,5,D,10,SynLys,SynLys-D,1416,,,,
AT38,6,5,GF75,8,SynLys,SynLys-D,192,163501892,12737277,,
AT38,U,5,1L,0,,,0,1254388844,73566934,,
AT38,U,5,100mls,0,,,0,110749944,4953650,,
AT38,U,5,250mls,0,,,0,255307767,26647904,,
AT38,U,5,500mls,0,,,0,460778058,31403354,,
AT39,1,10,Niskin,0,,,0,142692560,10121423,,
AT39,1,10,GF75,0,,,0,73911016,7127326,,
AT39,1,10,A,0,Control,Control-A,0,130102040,13168771,,
AT39,1,10,A,1,Control,Control-A,24,171370967,19507379,,
AT39,1,10,A,2,Control,Control-A,48,201798057,16897908,,
AT39,1,10,A,3,Control,Control-A,72,234323567,28268878,,
AT39,1,10,A,4,Control,Control-A,96,379814020,31463344,,
AT39,1,10,A,5,Control,Control-A,120,461652400,44238578,,
AT39,1,10,A,6,Control,Control-A,144,431575047,30587244,,
AT39,1,10,A,7,Control,Control-A,168,608541800,31454704,,
AT39,1,10,A,8,Control,Control-A,192,605044433,40685865,633722840,49482211
AT39,1,10,A,9,Control,Control-A,384,,,,
AT39,1,10,A,10,Control,Control-A,864,,,477740287,46050875
AT39,1,10,A,11,Control,Control-A,2016,,,259854343,20792262
AT39,1,10,GF75,8,Control,Control-A,192,192588324,19544501,,
AT39,1,10,B,0,Control,Control-B,0,126604673,10530888,,
AT39,1,10,B,1,Control,Control-B,24,180813857,15114847,,
AT39,1,10,B,2,Control,Control-B,48,189557273,19141671,,
AT39,1,10,B,3,Control,Control-B,72,240618827,17432345,,
AT39,1,10,B,4,Control,Control-B,96,366524027,29344553,,
AT39,1,10,B,5,Control,Control-B,120,488931860,57059382,,
AT39,1,10,B,6,Control,Control-B,144,462351873,33537459,,
AT39,1,10,B,7,Control,Control-B,168,601547067,47325860,,
AT39,1,10,B,8,Control,Control-B,192,626728107,41734591,588257073,37804648
AT39,1,10,B,9,Control,Control-B,384,,,,
AT39,1,10,B,10,Control,Control-B,864,,,516910793,26675940
AT39,1,10,B,11,Control,Control-B,2016,,,258805133,12447219
AT39,1,10,GF75,8,Control,Control-B,192,194453587,19667733,,
AT39,2,10,Niskin,0,,,0,842865367,66867927,,
AT39,2,10,GF75,0,,,0,204013056,23935765,,
AT39,2,200,Niskin,0,,,0,182212803,20883571,,
AT39,2,200,GF75,0,,,0,99092056,15784856,,
AT39,2,10,A,0,Control,Control-A,0,198650427,21483437,,
AT39,2,10,A,1,Control,Control-A,24,378415073,17275717,,
AT39,2,10,A,2,Control,Control-A,48,481937127,35275470,,
AT39,2,10,A,3,Control,Control-A,72,600148120,26747171,,
AT39,2,10,A,4,Control,Control-A,96,619033900,50202671,,
AT39,2,10,A,5,Control,Control-A,120,802645650,108565557,,
AT39,2,10,A,6,Control,Control-A,144,1135478378,62223963,1067862622,61980805
AT39,2,10,A,7,Control,Control-A,360,,,,
AT39,2,10,A,8,Control,Control-A,840,,,584060233,54250604
AT39,2,10,A,9,Control,Control-A,1992,,,217885943,10302567
AT39,2,10,GF75,6,Control,Control-A,144,143625191,14212216,,
AT39,2,10,B,0,Control,Control-B,0,202847267,21747510,,
AT39,2,10,B,1,Control,Control-B,24,404995060,44660519,,
AT39,2,10,B,2,Control,Control-B,48,460253453,34235312,,
AT39,2,10,B,3,Control,Control-B,72,626028633,54705195,,
AT39,2,10,B,4,Control,Control-B,96,617868111,35615439,,
AT39,2,10,B,5,Control,Control-B,120,723954900,61245538,,
AT39,2,10,B,6,Control,Control-B,144,1142473111,63139425,1044546844,82103326
AT39,2,10,B,7,Control,Control-B,360,,,,
AT39,2,10,B,8,Control,Control-B,840,,,572402344,51097088
AT39,2,10,B,9,Control,Control-B,1992,,,240618827,15967478
AT39,2,10,GF75,6,Control,Control-B,144,154117291,14222837,,
AT39,2,10,C,0,TW5,TW5-C,0,218935153,23269100,,
AT39,2,10,C,1,TW5,TW5-C,24,451859773,40812602,,
AT39,2,10,C,2,TW5,TW5-C,48,825378533,59646683,,
AT39,2,10,C,3,TW5,TW5-C,72,1601793933,151821345,,
AT39,2,10,C,4,TW5,TW5-C,96,1591301833,159205963,,
AT39,2,10,C,5,TW5,TW5-C,120,2231319933,187833156,,
AT39,2,10,C,6,TW5,TW5-C,144,1808138567,96204075,1664746533,94995701
AT39,2,10,C,7,TW5,TW5-C,360,,,,
AT39,2,10,C,8,TW5,TW5-C,840,,,669162822,58470508
AT39,2,10,C,9,TW5,TW5-C,1992,,,222782257,20262605
AT39,2,10,GF75,6,TW5,TW5-C,144,149454136,8035585,,
AT39,2,10,D,0,TW5,TW5-D,0,207743580,16748455,,
AT39,2,10,D,1,TW5,TW5-D,24,423181367,35551783,,
AT39,2,10,D,2,TW5,TW5-D,48,891828500,83389904,,
AT39,2,10,D,3,TW5,TW5-D,72,1517857133,124690373,,
AT39,2,10,D,4,TW5,TW5-D,96,1741688600,225332246,,
AT39,2,10,D,5,TW5,TW5-D,120,1776662267,240503124,,
AT39,2,10,D,6,TW5,TW5-D,144,1773164900,93335944,1626275500,157489406
AT39,2,10,D,7,TW5,TW5-D,360,,,,
AT39,2,10,D,8,TW5,TW5-D,840,,,610873378,60998479
AT39,2,10,D,9,TW5,TW5-D,1992,,,242717247,19797828
AT39,2,10,GF75,6,TW5,TW5-D,144,159246762,15310891,,
AT39,2,10,E,0,TW10,TW10-E,0,219634627,16052367,,
AT39,2,10,E,1,TW10,TW10-E,24,399399273,31704314,,
AT39,2,10,E,2,TW10,TW10-E,48,1426925600,152713895,,
AT39,2,10,E,3,TW10,TW10-E,72,1584307100,122324534,,
AT39,2,10,E,4,TW10,TW10-E,96,2203341000,142779396,,
AT39,2,10,E,5,TW10,TW10-E,120,2213833100,250603941,2830000000,350900519
AT39,2,10,E,6,TW10,TW10-E,144,,,,
AT39,2,10,E,7,TW10,TW10-E,360,,,,
AT39,2,10,E,8,TW10,TW10-E,840,,,744939100,42015149
AT39,2,10,E,9,TW10,TW10-E,1992,,,246214613,20472793
AT39,2,10,GF75,5,TW10,TW10-E,120,505952378,39705339,,
AT39,2,10,F,0,TW10,TW10-F,0,219634627,16052367,,
AT39,2,10,F,1,TW10,TW10-F,24,423880840,26828346,,
AT39,2,10,F,2,TW10,TW10-F,48,1605291300,281460166,,
AT39,2,10,F,3,TW10,TW10-F,72,1832620133,214454463,,
AT39,2,10,F,4,TW10,TW10-F,96,2052954233,209874381,,
AT39,2,10,F,5,TW10,TW10-F,120,1951530600,257953020,,
AT39,2,10,F,6,TW10,TW10-F,144,,,,
AT39,2,10,F,7,TW10,TW10-F,360,,,,
AT39,2,10,F,8,TW10,TW10-F,840,,,640018100,52553968
AT39,2,10,F,9,TW10,TW10-F,1992,,,240269090,31672148
AT39,2,10,GF75,5,TW10,TW10-F,120,535097100,40552030,,
AT39,2,10,G,0,TW15,TW15-G,0,226629360,16052367,,
AT39,2,10,G,1,TW15,TW15-G,24,362327187,17695431,,
AT39,2,10,G,2,TW15,TW15-G,48,2430669833,224395435,,
AT39,2,10,G,3,TW15,TW15-G,72,2755924933,368949622,2755924933,216723886
AT39,2,10,G,4,TW15,TW15-G,96,,,,
AT39,2,10,G,5,TW15,TW15-G,120,,,,
AT39,2,10,G,6,TW15,TW15-G,144,,,,
AT39,2,10,G,7,TW15,TW15-G,360,,,,
AT39,2,10,G,8,TW15,TW15-G,840,,,641183889,99680820
AT39,2,10,G,9,TW15,TW15-G,1992,,,449061880,21571820
AT39,2,10,GF75,3,TW15,TW15-G,72,105154158,10160140,,
AT39,2,10,H,0,TW15,TW15-H,0,207393843,16325207,,
AT39,2,10,H,1,TW15,TW15-H,24,362327187,25710865,,
AT39,2,10,H,2,TW15,TW15-H,48,2262796233,198560920,,
AT39,2,10,H,3,TW15,TW15-H,72,2692972333,195769245,2651003933,332116866
AT39,2,10,H,4,TW15,TW15-H,96,,,,
AT39,2,10,H,5,TW15,TW15-H,120,,,,
AT39,2,10,H,6,TW15,TW15-H,144,,,,
AT39,2,10,H,7,TW15,TW15-H,360,,,,
AT39,2,10,H,8,TW15,TW15-H,840,,,785741711,114777427
AT39,2,10,H,9,TW15,TW15-H,1992,,,491729753,36128172
AT39,2,10,GF75,3,TW15,TW15-H,72,112615207,15467890,,
AT39,2,0.1,W,0,Microlayer,Microlayer-W,0,,,,
AT39,2,0.1,W,6,Microlayer,Microlayer-W,144,,,,
AT39,2,0.1,W,8,Microlayer,Microlayer-W,840,,,,
AT39,2,0.1,W,9,Microlayer,Microlayer-W,1992,,,,
AT39,2,10,W,0,Surface,Surface-W,0,,,,
AT39,2,10,W,6,Surface,Surface-W,144,,,,
AT39,2,10,W,8,Surface,Surface-W,840,,,,
AT39,2,10,W,9,Surface,Surface-W,1992,,,,
AT39,2,200,W,0,Deep,Deep-W,0,,,,
AT39,2,200,W,6,Deep,Deep-W,144,,,,
AT39,2,200,W,8,Deep,Deep-W,840,,,,
AT39,2,200,W,9,Deep,Deep-W,1992,,,,
AT39,3,5,Niskin,0,,,0,472144500,44391918,,
AT39,3,5,GF75,0,,,0,124506253,8166072,,
AT39,3,5,A,0,Control,Control-A,0,128003620,13615296,,
AT39,3,5,A,1,Control,Control-A,24,151435977,11894475,,
AT39,3,5,A,2,Control,Control-A,48,,,,
AT39,3,5,A,3,Control,Control-A,72,237121460,20775915,,
AT39,3,5,A,4,Control,Control-A,96,240269090,16897908,,
AT39,3,5,A,5,Control,Control-A,120,358130347,26949650,,
AT39,3,5,A,6,Control,Control-A,144,426678733,39292447,,
AT39,3,5,A,7,Control,Control-A,168,478439760,48145811,,
AT39,3,5,A,8,Control,Control-A,192,527402893,30967005,,
AT39,3,5,A,9,Control,Control-A,216,531599733,33948285,490330807,34965894
AT39,3,5,A,10,Control,Control-A,336,,,,
AT39,3,5,A,11,Control,Control-A,816,,,212290157,27092994
AT39,3,5,A,12,Control,Control-A,1968,,,172070440,22290664
AT39,3,5,GF75,9,Control,Control-A,216,97693109,8545585,,
AT39,3,5,B,0,Control,Control-B,0,146189927,10401032,,
AT39,3,5,B,1,Control,Control-B,24,167174127,16715966,,
AT39,3,5,B,2,Control,Control-B,48,,,,
AT39,3,5,B,3,Control,Control-B,72,206344633,19367540,,
AT39,3,5,B,4,Control,Control-B,96,231875410,19787528,,
AT39,3,5,B,5,Control,Control-B,120,367922973,19838973,,
AT39,3,5,B,6,Control,Control-B,144,430875573,34927004,,
AT39,3,5,B,7,Control,Control-B,168,492429227,45474733,,
AT39,3,5,B,8,Control,Control-B,192,491030280,38283343,,
AT39,3,5,B,9,Control,Control-B,216,507817640,22412272,474942393,26878956
AT39,3,5,B,10,Control,Control-B,336,,,,
AT39,3,5,B,11,Control,Control-B,816,,,225580150,22195959
AT39,3,5,B,12,Control,Control-B,1968,,,173469387,22436515
AT39,3,5,GF75,9,Control,Control-B,216,97459951,8136431,,
AT39,3,5,W,0,Surface,Surface-W,0,,,,
AT39,3,5,W,9,Surface,Surface-W,144,,,,
AT39,3,5,W,10,Surface,Surface-W,336,,,,
AT39,3,5,W,11,Surface,Surface-W,816,,,,
AT39,3,5,W,12,Surface,Surface-W,1968,,,,
AT39,4,5,Niskin,0,,,0,648761517,53072211,,
AT39,4,5,GF75,0,,,0,119959677,12120841,,
AT39,4,5,A,0,Control,Control-A,0,148288347,7224130,,
AT39,4,5,A,1,Control,Control-A,24,158780447,15483502,,
AT39,4,5,A,2,Control,Control-A,48,165425443,20060378,,
AT39,4,5,A,3,Control,Control-A,72,180114383,17852183,,
AT39,4,5,A,4,Control,Control-A,96,203896477,21052095,,
AT39,4,5,A,5,Control,Control-A,120,218585417,23096158,,
AT39,4,5,A,6,Control,Control-A,144,277341177,26432833,,
AT39,4,5,A,7,Control,Control-A,168,442766620,29867866,,
AT39,4,5,A,8,Control,Control-A,192,403596113,19240815,,
AT39,4,5,A,9,Control,Control-A,216,467947660,46450507,377016127,30835061
AT39,4,5,A,10,Control,Control-A,744,,,346239300,30085486
AT39,4,5,A,11,Control,Control-A,1896,,,199000163,17248161
AT39,4,5,A,12,Control,Control-A,2400,,,,
AT39,4,5,GF75,9,Control,Control-A,216,80439433,6885944,,
AT39,4,5,B,0,Control,Control-B,0,159829657,15470330,,
AT39,4,5,B,1,Control,Control-B,24,152485187,10960896,,
AT39,4,5,B,2,Control,Control-B,48,179414910,15645043,,
AT39,4,5,B,3,Control,Control-B,72,186759380,17228451,,
AT39,4,5,B,4,Control,Control-B,96,198300690,30801987,,
AT39,4,5,B,5,Control,Control-B,120,217186470,19951686,,
AT39,4,5,B,6,Control,Control-B,144,294828010,18945415,,
AT39,4,5,B,7,Control,Control-B,168,442067147,38141078,,
AT39,4,5,B,8,Control,Control-B,192,398699800,18941827,,
AT39,4,5,B,9,Control,Control-B,216,418984527,22951538,385409807,47720511
AT39,4,5,B,10,Control,Control-B,744,,,372119813,16420665
AT39,4,5,B,11,Control,Control-B,1896,,,209492263,28577288
AT39,4,5,B,12,Control,Control-B,2400,,,,
AT39,4,5,GF75,9,Control,Control-B,216,77408382,10061568,,
AT39,4,5,W,0,Surface,Surface-W,0,,,,
AT39,4,5,W,9,Surface,Surface-W,216,,,,
AT39,4,5,W,10,Surface,Surface-W,744,,,,
AT39,4,5,W,11,Surface,Surface-W,1896,,,,
AT39,4,5,W,12,Surface,Surface-W,2400,,,,
AT39,S2RD,5,Niskin,0,,,0,572402344,22956801,,
AT39,S2RD,5,GF75,0,,,0,117045204,11673422,,
AT39,S2RD,5,TFF-Ret,0,,,0,3693219200,188843407,,
AT39,S2RD,5,A,0,Control,Control-A,0,150037030,19116805,,
AT39,S2RD,5,A,1,Control,Control-A,24,153884133,18579618,,
AT39,S2RD,5,A,2,Control,Control-A,48,466548713,28182208,,
AT39,S2RD,5,A,3,Control,Control-A,72,802062756,71188466,,
AT39,S2RD,5,A,4,Control,Control-A,96,655173356,49399134,,
AT39,S2RD,5,A,5,Control,Control-A,120,644681256,32996379,,
AT39,S2RD,5,A,6,Control,Control-A,144,663333878,43079891,,
AT39,S2RD,5,A,7,Control,Control-A,168,733281211,51097088,797399600,88092303
AT39,S2RD,5,A,8,Control,Control-A,672,,,448828722,25922606
AT39,S2RD,5,A,9,Control,Control-A,1584,,,196202270,16687485
AT39,S2RD,5,A,10,Control,Control-A,2328,,,,
AT39,S2RD,5,GF75,7,Control,Control-A,168,105620473,14034730,,
AT39,S2RD,5,B,0,Control,Control-B,0,147938610,13699880,,
AT39,S2RD,5,B,1,Control,Control-B,24,162977287,18521007,,
AT39,S2RD,5,B,2,Control,Control-B,48,430176100,37919513,,
AT39,S2RD,5,B,3,Control,Control-B,72,687815444,56580475,,
AT39,S2RD,5,B,4,Control,Control-B,96,638852311,64745321,,
AT39,S2RD,5,B,5,Control,Control-B,120,652841778,48535662,,
AT39,S2RD,5,B,6,Control,Control-B,144,746104889,70805615,,
AT39,S2RD,5,B,7,Control,Control-B,168,708799644,68375282,800896967,98851749
AT39,S2RD,5,B,8,Control,Control-B,672,,,416186633,41143522
AT39,S2RD,5,B,9,Control,Control-B,1584,,,216486997,22989995
AT39,S2RD,5,B,10,Control,Control-B,2328,,,,
AT39,S2RD,5,GF75,7,Control,Control-B,168,84636273,11737924,,
AT39,S2RD,5,W,0,Surface,Surface-W,0,,,,
AT39,S2RD,5,W,7,Surface,Surface-W,168,,,,
AT39,S2RD,5,W,8,Surface,Surface-W,672,,,,
AT39,S2RD,5,W,9,Surface,Surface-W,1584,,,,
AT39,S2RD,5,W,10,Surface,Surface-W,2328,,,,
AT39,S2RD,5,1.2,0,Surface,Surface-1.2,0,572402344,22956801,,
AT39,S2RD,5,1.2,7,Surface,Surface-1.2,168,,,,
AT39,S2RD,5,1.2,8,Surface,Surface-1.2,672,,,,
AT39,S2RD,5,1.2,9,Surface,Surface-1.2,1584,,,,
AT39,S2RD,5,1.2,10,Surface,Surface-1.2,2328,,,,
AT39,S2RD,5,NV,0,Surface,Surface-NV,0,153184660,16052367,,
AT39,S2RD,5,NV,7,Surface,Surface-NV,168,,,,
AT39,S2RD,5,NV,8,Surface,Surface-NV,672,,,,
AT39,S2RD,5,NV,9,Surface,Surface-NV,1584,,,,
AT39,S2RD,5,NV,10,Surface,Surface-NV,2328,,,,
AT39,S2RF,5,Niskin,0,,,0,494294489,52482084,,
AT39,S2RF,5,GF75,0,,,0,112615207,7618866,,
AT39,S2RF,5,TFF-Ret,0,,,0,5609776133,449456598,,
AT39,S2RF,5,A,0,Control,Control-A,0,146889400,13891978,,
AT39,S2RF,5,A,1,Control,Control-A,24,369321920,26337542,,
AT39,S2RF,5,A,2,Control,Control-A,48,482636600,49897943,,
AT39,S2RF,5,A,3,Control,Control-A,72,484035547,27150620,,
AT39,S2RF,5,A,4,Control,Control-A,96,575899711,25893463,,
AT39,S2RF,5,A,5,Control,Control-A,120,797399600,37353787,,
AT39,S2RF,5,A,6,Control,Control-A,144,870844300,53011714,,
AT39,S2RF,5,A,7,Control,Control-A,168,756596989,66049940,782244344,52840524
AT39,S2RF,5,A,8,Control,Control-A,648,,,212639893,11278669
AT39,S2RF,5,A,9,Control,Control-A,1560,,,175917543,12452677
AT39,S2RF,5,A,10,Control,Control-A,2304,,,,
AT39,S2RF,5,GF75,7,Control,Control-A,168,117511520,11590336,,
AT39,S2RF,5,B,0,Control,Control-B,0,158080973,14635178,,
AT39,S2RF,5,B,1,Control,Control-B,24,378415073,37370763,,
AT39,S2RF,5,B,2,Control,Control-B,48,510615533,34108042,,
AT39,S2RF,5,B,3,Control,Control-B,72,537894993,35886610,,
AT39,S2RF,5,B,4,Control,Control-B,96,579397078,33899320,,
AT39,S2RF,5,B,5,Control,Control-B,120,664499667,47593132,,
AT39,S2RF,5,B,6,Control,Control-B,144,763591722,72543758,,
AT39,S2RF,5,B,7,Control,Control-B,168,838202211,55895765,705302278,36967744
AT39,S2RF,5,B,8,Control,Control-B,648,,,264051183,17311082
AT39,S2RF,5,B,9,Control,Control-B,1560,,,180114383,22800041
AT39,S2RF,5,B,10,Control,Control-B,2304,,,,
AT39,S2RF,5,GF75,7,Control,Control-B,168,100491002,13025804,,
AT39,S2RF,5,W,0,Surface,Surface-W,0,,,,
AT39,S2RF,5,W,7,Surface,Surface-W,168,,,,
AT39,S2RF,5,W,8,Surface,Surface-W,648,,,,
AT39,S2RF,5,W,9,Surface,Surface-W,1560,,,,
AT39,S2RF,5,W,10,Surface,Surface-W,2304,,,,
AT39,S2RF,5,1.2,0,Surface,Surface-1.2,0,494294489,52482084,,
AT39,S2RF,5,1.2,7,Surface,Surface-1.2,168,,,,
AT39,S2RF,5,1.2,8,Surface,Surface-1.2,648,,,,
AT39,S2RF,5,1.2,9,Surface,Surface-1.2,1560,,,,
AT39,S2RF,5,1.2,10,Surface,Surface-1.2,2304,,,,
AT39,S2RF,5,NV,0,Surface,Surface-NV,0,330850887,37457942,,
AT39,S2RF,5,NV,7,Surface,Surface-NV,168,,,,
AT39,S2RF,5,NV,8,Surface,Surface-NV,648,,,,
AT39,S2RF,5,NV,9,Surface,Surface-NV,1560,,,,
AT39,S2RF,5,NV,10,Surface,Surface-NV,2304,,,,